CityTownId,StateProvinceId,CityTownName
2979,36,Big Prairie
2980,23,Big Rapids
2981,5,Big River
2982,14,Big Rock
2983,44,Big Rock
2984,39,Big Run
2985,44,Big Sandy
2986,53,Big Sandy
2987,27,Big Sandy
2988,45,Big Sandy
2989,27,Big Sky
2990,45,Big Spring
2991,21,Big Spring
2992,26,Big Spring
2993,52,Big Spring
2994,18,Big Spring
2995,17,Big Springs
2996,3,Big Springs
2997,13,Big Springs
2998,28,Big Springs
2999,43,Big Stone City
3000,49,Big Stone Gap
3001,5,Big Sur
3002,45,Big Thicket Lake Estates
3003,27,Big Timber
3004,33,Big Tree
3005,46,Big Water
3006,45,Big Wells
3007,25,Bigbee
3008,25,Bigbee Valley
3009,4,Bigelow
3010,26,Bigelow
3011,24,Bigelow
3012,45,Bigfoot
3013,27,Bigfork
3014,24,Bigfork
3015,4,Biggers
3016,25,Biggersville
3017,38,Biggs
3018,5,Biggs
3019,14,Biggsville
3020,27,Bighorn
3021,39,Bigler
3022,39,Biglerville
3023,43,Bijou Hills
3024,53,Bill
3025,2,Bill Moores
3026,22,Billerica
3027,14,Billett
3028,37,Billings
3029,26,Billings
3030,27,Billings
3031,1,Billingsley
3032,33,Billington Heights
3033,25,Biloxi
3034,34,Biltmore Forest
3035,35,Binford
3036,50,Bingen
3037,4,Bingen
3038,37,Binger
3039,16,Bingham
3040,32,Bingham
3041,28,Bingham
3042,14,Bingham
3043,20,Bingham
3044,23,Bingham Farms
3045,24,Bingham Lake
3046,33,Binghamton
3047,5,Biola
3048,2,Biorka
3049,15,Bippus
3050,50,Birch Bay
3051,51,Birch River
3052,23,Birch Run
3053,26,Birch Tree
3054,52,Birchwood
3055,24,Birchwood Village
3056,17,Bird City
3057,24,Bird Island
3058,39,Bird-in-Hand
3059,14,Birds
3060,5,Birds Landing
3061,33,Birdsall
3062,39,Birdsboro
3063,15,Birdseye
3064,46,Birdseye
3065,4,Birdsong
3066,21,Birdsville
3067,18,Birdsville
3068,17,Birmingham
3069,26,Birmingham
3070,1,Birmingham
3071,16,Birmingham
3072,39,Birmingham
3073,23,Birmingham
3074,52,Birnamwood
3075,27,Birney
3076,52,Biron
3077,4,Birta
3078,45,Bisbee
3079,35,Bisbee
3080,3,Bisbee
3081,24,Biscay
3082,10,Biscayne Park
3083,34,Biscoe
3084,11,Bishop
3085,5,Bishop
3086,39,Bishop
3087,45,Bishop
3088,14,Bishop Hill
3089,45,Bishop Hills
3090,21,Bishopville
3091,42,Bishopville
3092,14,Bismarck
3093,26,Bismarck
3094,35,Bismarck
3095,4,Bismarck
3096,37,Bison
3097,43,Bison
3098,17,Bison
3099,25,Bissell
3100,23,Bitely
3101,10,Bithlo
3102,53,Bitter Creek
3103,3,Bitter Springs
3104,21,Bivalve
3105,45,Bivins
3106,24,Biwabik
3107,37,Bixby
3108,26,Bixby
3109,24,Bixby
3110,26,Black
3111,45,Black
3112,1,Black
3113,33,Black Brook
3114,3,Black Canyon City
3115,34,Black Creek
3116,52,Black Creek
3117,50,Black Diamond
3118,27,Black Eagle
3119,52,Black Earth
3120,6,Black Forest
3121,4,Black Fork
3122,6,Black Hawk
3123,25,Black Hawk
3124,19,Black Hawk
3125,52,Black Hawk
3126,26,Black Jack
3127,39,Black Lick
3128,34,Black Mountain
3129,4,Black Oak
3130,15,Black Oak
3131,5,Black Point
3132,23,Black River
3133,33,Black River
3134,52,Black River Falls
3135,32,Black River Village
3136,22,Black Rock
3137,38,Black Rock
3138,32,Black Rock
3139,4,Black Rock
3140,4,Black Springs
3141,29,Black Springs
3142,26,Black Walnut
3143,52,Black Wolf
3144,24,Blackberry
3145,37,Blackburn
3146,26,Blackburn
3147,24,Blackduck
3148,18,Blackey
3149,13,Blackfoot
3150,27,Blackfoot
3151,18,Blackford
3152,37,Blackgum
3153,43,Blackhawk
3154,21,Blackhorse
3155,10,Blackman
3156,18,Blackmont
3157,49,Blacksburg
3158,42,Blacksburg
3159,11,Blackshear
3160,42,Blackstock
3161,22,Blackstone
3162,49,Blackstone
3163,51,Blacksville
3164,4,Blackton
3165,42,Blackville
3166,3,Blackwater
3167,26,Blackwater
3168,4,Blackwell
3169,37,Blackwell
3170,45,Blackwell
3171,39,Blackwell
3172,52,Blackwell
3173,11,Blackwells
3174,31,Blackwood
3175,28,Bladen
3176,34,Bladenboro
3177,21,Bladensburg
3178,36,Bladensburg
3179,8,Blades
3180,39,Blain
3181,24,Blaine
3182,50,Blaine
3183,18,Blaine
3184,44,Blaine
3185,20,Blaine
3186,25,Blaine
3187,39,Blaine Hill
3188,45,Blair
3189,37,Blair
3190,28,Blair
3191,52,Blair
3192,49,Blairs
3193,18,Blairs Mills
3194,16,Blairsburg
3195,5,Blairsden
3196,16,Blairstown
3197,26,Blairstown
3198,31,Blairstown
3199,39,Blairsville
3200,11,Blairsville
3201,33,Blairville
3202,3,Blaisdell
3203,24,Blakeley
3204,51,Blakeley
3205,11,Blakely
3206,39,Blakely
3207,17,Blakeman
3208,16,Blakesburg
3209,36,Blakeslee
3210,39,Blakeslee
3211,6,Blanca
3212,35,Blanchard
3213,13,Blanchard
3214,26,Blanchard
3215,39,Blanchard
3216,50,Blanchard
3217,37,Blanchard
3218,19,Blanchard
3219,16,Blanchard
3221,52,Blanchardville
3222,1,Blanche
3223,36,Blanchester
3224,32,Blanco
3225,45,Blanco
3226,37,Blanco
3227,49,Bland
3228,26,Bland
3229,39,Blandburg
3230,22,Blandford
3231,46,Blanding
3232,14,Blandinsville
3233,39,Blandon
3234,18,Blandville
3235,15,Blanford
3236,45,Blanket
3237,10,Blanton
3238,33,Blasdell
3239,33,Blauvelt
3240,31,Blawenburg
3241,39,Blawnox
3242,45,Bleakwood
3243,45,Bledsoe
3244,33,Bleecker
3245,1,Bleecker
3246,16,Blencoe
3247,6,Blende
3248,42,Blenheim
3249,51,Blennerhassett
3250,45,Blessing
3251,4,Blevins
3252,45,Blewett
3253,33,Bliss
3254,13,Bliss
3255,22,Bliss Corner
3256,23,Blissfield
3257,36,Blissfield
3258,11,Blitchton
3259,15,Blocher
3260,37,Blocker
3261,50,Blockhouse
3262,5,Blocksburg
3263,16,Blockton
3264,26,Blodgett
3265,38,Blodgett
3266,30,Blodgett Landing
3267,33,Blodgett Mills
3268,24,Blomkest
3269,17,Bloom
3270,52,Bloom City
3271,45,Bloomburg
3272,36,Bloomdale
3273,52,Bloomer
3274,16,Bloomfield
3275,28,Bloomfield
3276,33,Bloomfield
3277,15,Bloomfield
3278,26,Bloomfield
3279,18,Bloomfield
3280,32,Bloomfield
3281,5,Bloomfield
3282,7,Bloomfield
3283,31,Bloomfield
3284,47,Bloomfield
3285,23,Bloomfield Hills
3286,33,Blooming Grove
3287,45,Blooming Grove
3288,24,Blooming Prairie
3289,39,Blooming Valley
3290,33,Bloomingburg
3291,36,Bloomingburg
3292,44,Bloomingdale
3293,11,Bloomingdale
3294,10,Bloomingdale
3295,14,Bloomingdale
3296,23,Bloomingdale
3297,36,Bloomingdale
3298,31,Bloomingdale
3299,15,Bloomingdale
3300,24,Bloomington
3301,14,Bloomington
3302,15,Bloomington
3303,52,Bloomington
3304,28,Bloomington
3305,13,Bloomington
3306,45,Bloomington
3307,5,Bloomington
3308,21,Bloomington
3309,17,Bloomington
3310,39,Bloomsburg
3311,31,Bloomsbury
3312,26,Bloomsdale
3313,36,Bloomville
3314,33,Bloomville
3315,27,Blossburg
3316,39,Blossburg
3317,45,Blossom
3318,10,Blountstown
3319,1,Blountsville
3320,15,Blountsville
3321,44,Blountville
3322,34,Blowing Rock
3323,49,Bloxom
3324,43,Blucksberg Mountain
3325,37,Blue
3326,31,Blue Anchor
3327,36,Blue Ash
3328,4,Blue Ball
3329,36,Blue Ball
3330,39,Blue Ball
3331,5,Blue Canyon
3332,46,Blue Creek
3333,29,Blue Diamond
3334,24,Blue Earth
3335,4,Blue Eye
3336,26,Blue Eye
3337,16,Blue Grass
3338,24,Blue Grass
3339,20,Blue Hill
3340,28,Blue Hill
3341,7,Blue Hills
3342,14,Blue Island
3343,5,Blue Jay
3344,5,Blue Lake
3345,45,Blue Mound
3346,14,Blue Mound
3347,17,Blue Mound
3348,52,Blue Mounds
3349,25,Blue Mountain
3350,4,Blue Mountain
3351,1,Blue Mountain
3352,6,Blue Mountain
3353,10,Blue Mountain Beach
3354,33,Blue Point
3355,17,Blue Rapids
3356,49,Blue Ridge
3357,45,Blue Ridge
3358,11,Blue Ridge
3359,1,Blue Ridge
3360,18,Blue Ridge Manor
3361,49,Blue Ridge Shores
3362,39,Blue Ridge Summit
3363,6,Blue River
3364,38,Blue River
3365,52,Blue River
3366,36,Blue Rock
3367,26,Blue Springs
3368,28,Blue Springs
3369,25,Blue Springs
3370,1,Blue Springs
3371,46,Bluebell
3372,52,Blueberry
3373,49,Bluefield
3374,51,Bluefield
3375,37,Bluejacket
3376,45,Bluetown
3377,32,Bluewater
3378,5,Bluewater
3379,46,Bluff
3380,4,Bluff City
3381,44,Bluff City
3382,17,Bluff City
3383,14,Bluff City
3384,45,Bluff Dale
3385,1,Bluff Park
3386,10,Bluff Springs
3387,46,Bluffdale
3388,14,Bluffs
3389,14,Bluffside
3390,16,Bluffton
3391,4,Bluffton
3392,36,Bluffton
3393,11,Bluffton
3394,42,Bluffton
3395,24,Bluffton
3396,15,Bluffton
3397,52,Bluffview
3398,14,Bluford
3399,45,Blum
3400,45,Blumenthal
3401,43,Blunt
3402,38,Bly
3403,50,Blyn
3404,5,Blythe
3405,11,Blythe
3406,26,Blythedale
3407,4,Blytheville
3408,42,Blythewood
3409,39,Boalsburg
3410,4,Board Camp
3411,52,Boardman
3412,36,Boardman
3413,34,Boardman
3414,38,Boardman
3415,37,Boatman
3416,32,Boaz
3417,1,Boaz
3418,51,Boaz
3419,52,Boaz
3420,25,Bobo
3421,49,Bobtown
3422,39,Bobtown
3423,10,Boca Grande
3424,10,Boca Raton
3425,24,Bock
3426,4,Bodcaw
3427,16,Bode
3428,5,Bodega
3429,5,Bodega Bay
3430,45,Boden
3431,5,Bodfish
3432,28,Boelus (Howard City)
3433,45,Boerne
3434,19,Bogalusa
3435,26,Bogard
3436,11,Bogart
3437,45,Bogata
3438,34,Boger City
3439,10,Bogia
3440,14,Bogota
3441,44,Bogota
3442,31,Bogota
3443,17,Bogue
3444,34,Bogue
3445,25,Bogue Chitto
3447,33,Bohemia
3448,52,Bohners Lake
3449,18,Bohon
3450,17,Boicourt
3451,34,Boiling Spring Lakes
3452,42,Boiling Springs
3453,34,Boiling Springs
3454,39,Boiling Springs
3455,26,Bois D'Arc
3456,50,Boise
3457,45,Boise
3458,13,Boise
3459,37,Boise City
3460,13,Boise City
3461,50,Boistfort
3462,37,Bokchito
3463,10,Bokeelia
3464,37,Bokhoma
3465,37,Bokoshe
3466,51,Bolair
3467,16,Bolan
3468,26,Bolckow
3469,44,Bold Spring
3470,4,Boles
3471,32,Boles Acres
3472,37,Boley
3473,1,Boligee
3474,5,Bolinas
3475,45,Boling
3476,11,Bolingbroke
3477,14,Bolingbrook
3478,19,Bolinger
3479,19,Bolivar
3480,25,Bolivar
3481,36,Bolivar
3482,44,Bolivar
3483,33,Bolivar
3484,39,Bolivar
3485,51,Bolivar
3486,26,Bolivar
3487,45,Bolivar Peninsula
3488,34,Bolivia
3489,1,Bolling
3490,51,Bolt
3491,7,Bolton
3492,33,Bolton
3493,22,Bolton
3494,47,Bolton
3495,34,Bolton
3496,25,Bolton
3497,33,Bolton Landing
3498,44,Boma
3499,45,Bomarton
3500,33,Bombay
3501,5,Bombay Beach
3502,3,Bon
3503,44,Bon Air
3504,1,Bon Air
3505,49,Bon Air
3506,44,Bon Aqua Junction
3507,43,Bon Homme Colony
3508,39,Bon Meade
3509,45,Bon Wier
3510,11,Bonaire
3511,6,Bonanza
3512,38,Bonanza
3513,46,Bonanza
3514,4,Bonanza
3515,16,Bonaparte
3516,6,Boncarbo
3517,6,Bond
3518,25,Bond
3519,6,Bondad
3520,22,Bondsville
3521,52,Bonduel
3522,16,Bondurant
3523,53,Bondurant
3524,18,Bondurant
3525,14,Bondville
3526,13,Bone
3527,14,Bone Gap
3528,43,Bonesteel
3529,35,Bonetraill
3530,14,Bonfield
3531,45,Bonham
3532,25,Bonhomie
3533,10,Bonifay
3534,43,Bonilla
3535,45,Bonita
3536,19,Bonita
3537,5,Bonita
3538,10,Bonita Springs
3539,34,Bonlee
3540,26,Bonne Terre
3541,42,Bonneau
3542,42,Bonneau Beach
3543,39,Bonneauville
3544,27,Bonner
3545,17,Bonner Springs
3546,13,Bonners Ferry
3547,34,Bonnetsville
3548,53,Bonneville
3549,45,Bonney
3550,50,Bonney Lake
3551,14,Bonnie
3552,34,Bonnie Doone
3553,18,Bonnieville
3554,26,Bonnots Mill
3555,5,Bonny Doon
3556,45,Bono
3557,4,Bono
3558,5,Bonsall
3559,14,Boody
3560,45,Booker
3561,51,Boomer
3562,23,Boon
3563,6,Boone
3564,37,Boone
3565,28,Boone
3566,18,Boone
3567,34,Boone
3568,16,Boone
3569,49,Boones Mill
3570,4,Booneville
3571,18,Booneville
3572,25,Booneville
3573,21,Boonsboro
3574,31,Boonton
3575,33,Boonville
3576,15,Boonville
3577,26,Boonville
3578,34,Boonville
3579,5,Boonville
3580,1,Booth
3581,45,Booth
3582,20,Boothbay
3583,20,Boothbay Harbor
3584,19,Boothville
3585,39,Boothwyn
3586,5,Bootjack
3587,40,Boquerón
3588,39,Boquet
3589,45,Boquillas Crossing
3590,53,Bordeaux
3591,19,Bordelonville
3592,15,Borden
3593,21,Borden Shaft
3594,1,Borden Springs
3595,31,Bordentown
3596,13,Border
3597,35,Bordulac
3598,45,Borger
3599,38,Boring
3600,5,Boron
3601,5,Borrego Springs
3602,52,Borth
3603,14,Borton
3604,24,Borup
3605,30,Boscawen
3606,26,Boschertown
3607,19,Bosco
3608,52,Boscobel
3609,53,Bosler
3610,32,Bosque
3611,3,Bosque
3612,32,Bosque Farms
3613,26,Boss
3614,19,Bossier City
3615,34,Bostic
3616,11,Boston
3617,22,Boston
3618,15,Boston
3619,33,Boston
3620,45,Boston
3621,49,Boston
3622,18,Boston
3623,39,Boston
3624,50,Boston Harbor
3625,36,Boston Heights
3626,5,Bostonia
3627,11,Bostwick
3628,28,Bostwick
3629,10,Bostwick
3630,4,Boswell
3631,37,Boswell
3632,39,Boswell
3633,15,Boswell
3634,49,Boswell's Corner
3635,26,Bosworth
3636,50,Bothell
3637,46,Bothwell
3638,45,Botines
3639,36,Botkins
3640,16,Botna
3641,35,Bottineau
3642,53,Boulder
3643,6,Boulder
3644,46,Boulder
3645,14,Boulder
3646,27,Boulder
3647,29,Boulder City
3648,5,Boulder Creek
3649,14,Boulder Hill
3650,52,Boulder Junction
3651,5,Boulevard
3652,10,Boulogne
3653,31,Bound Brook
3654,46,Bountiful
3655,26,Bourbon
3656,15,Bourbon
3657,14,Bourbon
3658,25,Bourbon
3659,14,Bourbonnais
3660,19,Bourg
3661,18,Bourne
3662,22,Bourne
3663,36,Bourneville
3664,3,Bouse
3665,16,Bouton
3666,19,Boutte
3667,39,Bovard
3668,24,Bovey
3669,13,Bovill
3670,45,Bovina
3671,33,Bovina
3672,50,Bow
3673,6,Bow Mar
3674,28,Bow Valley
3675,35,Bowbells
3676,51,Bowden
3677,43,Bowdle
3678,27,Bowdoin
3679,20,Bowdoinham
3680,35,Bowdon
3681,11,Bowdon
3682,11,Bowdon Junction
3683,14,Bowen
3684,39,Bower Hill
3685,20,Bowerbank
3686,39,Bowers
3687,8,Bowers
3688,26,Bowers Mill
3689,36,Bowerston
3690,36,Bowersville
3691,11,Bowersville
3692,35,Bowesmont
3693,6,Bowie
3694,3,Bowie
3695,45,Bowie
3696,21,Bowie
3697,37,Bowlegs
3698,52,Bowler
3699,5,Bowles
3700,21,Bowleys Quarters
3701,49,Bowling Green
3702,26,Bowling Green
3703,36,Bowling Green
3704,18,Bowling Green
3705,10,Bowling Green
3706,21,Bowling Green
3707,24,Bowlus
3708,35,Bowman
3709,11,Bowman
3710,42,Bowman
3711,44,Bowman
3712,39,Bowmanstown
3713,39,Bowmansville
3714,33,Bowmansville
3715,13,Bowmont
3716,34,Bowmore
3717,37,Bowring
3718,37,Box
3719,27,Box Elder
3720,43,Box Elder
3721,53,Boxelder
3722,22,Boxford
3723,16,Boxholm
3724,24,Boy River
3725,49,Boyce
3726,19,Boyce
3727,52,Boyceville
3728,52,Boyd
3729,24,Boyd
3730,37,Boyd
3731,10,Boyd
3732,27,Boyd
3733,45,Boyd
3734,4,Boydell
3735,16,Boyden
3736,42,Boyden Arbor
3737,21,Boyds
3738,50,Boyds
3739,45,Boydston
3740,4,Boydsville
3741,49,Boydton
3742,16,Boyer
3743,6,Boyero
3744,39,Boyers
3745,39,Boyertown
3746,27,Boyes
3747,5,Boyes Hot Springs
3748,42,Boykin
3749,11,Boykin
3750,1,Boykin
3751,49,Boykins
3752,25,Boyle
3753,23,Boyne City
3754,23,Boyne Falls
3755,37,Boynton
3756,10,Boynton Beach
3757,45,Boys Ranch
3758,28,Boys Town
3759,53,Boysen
3760,45,Bozar
3761,27,Bozeman
3762,27,Bozeman Hot Springs
3763,21,Bozman
3764,14,Braceville
3765,49,Bracey
3766,45,Brachfield
3767,45,Bracken
3768,39,Brackenridge
3769,52,Brackett
3770,45,Brackettville
3771,45,Brad
3772,5,Bradbury
3773,39,Braddock
3774,35,Braddock
3775,31,Braddock
3776,21,Braddock Heights
3777,39,Braddock Hills
3778,16,Braddyville
3779,44,Braden
3780,10,Bradenton
3781,10,Bradenton Beach
3782,39,Bradenville
3783,30,Bradford
3784,20,Bradford
3785,16,Bradford
3786,33,Bradford
3787,4,Bradford
3788,14,Bradford
3789,36,Bradford
3790,44,Bradford
3791,39,Bradford
3792,47,Bradford
3793,41,Bradford
3794,39,Bradford Hills
3795,39,Bradford Woods
3796,18,Bradfordsville
3797,10,Bradfordville
3798,16,Bradgate
3799,51,Bradley
3800,43,Bradley
3801,42,Bradley
3802,4,Bradley
3803,14,Bradley
3804,5,Bradley
3805,1,Bradley
3806,20,Bradley
3807,37,Bradley
3808,52,Bradley
3809,31,Bradley Beach
3810,10,Bradley Junction
3811,26,Bradleyville
3812,36,Bradner
3813,28,Bradshaw
3814,51,Bradshaw
3815,45,Bradshaw
3816,45,Brady
3817,27,Brady
3818,28,Brady
3819,50,Brady
3820,36,Brady Lake
3821,26,Bragg City
3822,26,Braggadocio
3823,37,Braggs
3824,24,Braham
3825,14,Braidwood
3826,28,Brainard
3827,31,Brainards
3828,24,Brainerd
3829,22,Braintree
3830,19,Braithwaite
3831,37,Braman
3832,49,Brambleton
3833,35,Brampton
3834,51,Bramwell
3835,4,Branch
3836,25,Branch
3837,24,Branch
3838,19,Branch
3839,36,Branch Hill
3840,31,Branchburg Park
3841,39,Branchdale
3842,51,Branchland
3843,33,Branchport
3844,1,Branchville
3845,7,Branchville
3846,49,Branchville
3847,31,Branchville
3848,42,Branchville
3849,45,Brand
3850,27,Brandenberg
3851,18,Brandenburg
3852,49,Brandermill
3853,6,Brandon
3854,28,Brandon
3855,36,Brandon
3856,25,Brandon
3857,10,Brandon
3858,43,Brandon
3859,47,Brandon
3860,52,Brandon
3861,24,Brandon
3862,16,Brandon
3863,39,Brandonville
3864,51,Brandonville
3865,33,Brandreth
3866,26,Brandsville
3867,43,Brandt
3868,21,Brandywine
3869,51,Brandywine
3870,39,Brandywine Manor
3871,7,Branford
3872,10,Branford
3873,44,Bransford
3874,6,Branson
3875,26,Branson
3876,26,Branson West
3877,33,Brant
3878,43,Brant Lake
3879,22,Brant Rock
3880,35,Brantford
3881,1,Brantley
3882,1,Brantleyville
3883,45,Branton
3884,52,Brantwood
3885,11,Braselton
3886,4,Brasfield
3887,45,Brashear
3888,26,Brashear
3889,33,Brasher Falls
3890,31,Brass Castle
3891,34,Brasstown
3892,11,Braswell
3893,36,Bratenahl
3894,10,Bratt
3895,47,Brattleboro
3896,39,Brave
3897,5,Brawley
3898,25,Braxton
3899,37,Bray
3900,5,Bray
3901,26,Braymer
3902,16,Brayton
3903,15,Brazil
3904,17,Brazilton
3905,45,Brazoria
3906,32,Brazos
3907,45,Brazos
3908,45,Brazos Bend
3909,45,Brazos Country
3910,5,Brea
3911,21,Breathedsville
3912,19,Breaux Bridge
3913,23,Breckenridge
3914,45,Breckenridge
3915,26,Breckenridge
3916,24,Breckenridge
3917,6,Breckenridge
3918,26,Breckenridge Hills
3919,37,Breckinridge
3920,36,Brecksville
3921,36,Brecon
3922,16,Breda
3923,52,Breed
3924,23,Breedsville
3925,14,Breese
3926,33,Breesport
3927,24,Breezy Point
3928,50,Breidablick
3929,35,Breien
3930,39,Breinigsville
3931,20,Bremen
3932,1,Bremen
3933,15,Bremen
3934,36,Bremen
3935,11,Bremen
3936,18,Bremen
3937,16,Bremer
3938,50,Bremerton
3939,45,Bremond
3940,40,Breñas
3941,3,Brenda
3942,45,Brenham
3943,1,Brent
3944,10,Brent
3945,43,Brentford
3946,49,Brentsville
3947,36,Brentwood
3948,30,Brentwood
3949,4,Brentwood
3950,39,Brentwood
3951,33,Brentwood
3952,26,Brentwood
3953,21,Brentwood
3954,44,Brentwood
3955,5,Brentwood
3956,36,Brentwood Lake
3957,45,Breslau
3958,23,Brethren
3959,34,Brevard
3960,2,Brevig Mission
3961,23,Brevort
3962,26,Brewer
3963,20,Brewer
3964,33,Brewerton
3965,24,Brewster
3966,33,Brewster
3967,22,Brewster
3968,17,Brewster
3969,28,Brewster
3970,36,Brewster
3971,50,Brewster
3972,10,Brewster
3973,33,Brewster Hill
3974,1,Brewton
3975,11,Brewton
3976,46,Brian Head
3977,26,Briar
3978,45,Briar
3979,39,Briar Creek
3980,4,Briarcliff
3981,45,Briarcliff
3982,33,Briarcliff Manor
3983,42,Briarcliffe Acres
3984,45,Briaroaks
3985,37,Briartown
3986,35,Briarwood
3987,36,Brice
3988,45,Brice
3989,52,Brice Prairie
3990,5,Briceland
3991,24,Bricelyn
3992,44,Briceville
3993,4,Brickeys
3994,13,Bridge
3995,38,Bridge
3996,45,Bridge City
3997,19,Bridge City
3998,37,Bridge Creek
3999,11,Bridgeboro
4000,33,Bridgehampton
4001,46,Bridgeland
4002,52,Bridgeport
4003,31,Bridgeport
4004,21,Bridgeport
4005,17,Bridgeport
4006,5,Bridgeport
4007,28,Bridgeport
4008,7,Bridgeport
4009,23,Bridgeport
4010,33,Bridgeport
4011,39,Bridgeport
4012,51,Bridgeport
4013,14,Bridgeport
4014,1,Bridgeport
4015,36,Bridgeport
4016,45,Bridgeport
4017,37,Bridgeport
4018,50,Bridgeport
4019,27,Bridger
4020,43,Bridger
4021,15,Bridgeton
4022,34,Bridgeton
4023,26,Bridgeton
4024,31,Bridgeton
4025,21,Bridgetown
4026,14,Bridgeview
4027,39,Bridgeville
4028,8,Bridgeville
4029,49,Bridgewater
4030,39,Bridgewater
4031,22,Bridgewater
4032,43,Bridgewater
4033,33,Bridgewater
4034,16,Bridgewater
4035,30,Bridgewater
4036,23,Bridgewater
4037,47,Bridgewater
4038,20,Bridgewater
4039,7,Bridgewater
4040,23,Bridgman
4041,20,Bridgton
4042,47,Bridport
4043,31,Brielle
4044,18,Briensburg
4045,50,Brier
4046,33,Brier Hill
4047,31,Brigantine
4048,45,Briggs
4049,6,Briggsdale
4050,52,Briggsville
4051,4,Briggsville
4052,46,Brigham City
4053,15,Bright
4054,23,Brighton
4055,16,Brighton
4056,33,Brighton
4057,6,Brighton
4058,44,Brighton
4059,14,Brighton
4060,1,Brighton
4061,52,Brighton
4062,51,Brighton
4063,21,Brighton
4064,26,Brighton
4065,4,Brighton
4066,10,Brighton
4067,33,Brightwaters
4068,49,Brightwood
4069,38,Brightwood
4070,34,Brightwood
4071,52,Brill
4072,36,Brilliant
4073,1,Brilliant
4074,52,Brillion
4075,36,Brimfield
4076,14,Brimfield
4077,22,Brimfield
4078,23,Brimley
4079,24,Brimson
4080,26,Brimson
4081,33,Brinckerhoff
4082,4,Brinkley
4083,21,Brinklow
4084,37,Brinkman
4085,50,Brinnon
4086,35,Brinsmade
4087,11,Brinson
4088,10,Briny Breezes
4089,5,Brisbane
4090,39,Brisbin
4091,45,Briscoe
4092,21,Bristol
4093,33,Bristol
4094,41,Bristol
4095,45,Bristol
4096,20,Bristol
4097,6,Bristol
4098,52,Bristol
4099,7,Bristol
4100,49,Bristol
4101,47,Bristol
4102,30,Bristol
4103,43,Bristol
4104,39,Bristol
4105,15,Bristol
4106,44,Bristol
4107,10,Bristol
4108,28,Bristow
4109,37,Bristow
4110,16,Bristow
4111,49,Bristow
4112,24,Britt
4113,16,Britt
4114,43,Britton
4115,23,Britton
4116,45,Britton
4117,7,Broad Brook
4118,34,Broad Creek
4119,18,Broad Fields
4120,2,Broad Pass (historical)
4121,39,Broad Top City
4122,33,Broadalbin
4123,38,Broadbent
4124,45,Broaddus
4125,49,Broadford
4126,11,Broadhurst
4127,43,Broadland
4128,14,Broadlands
4129,49,Broadlands
4130,6,Broadmoor
4131,5,Broadmoor
4132,27,Broadus
4133,27,Broadview
4134,32,Broadview
4135,14,Broadview
4136,36,Broadview Heights
4137,28,Broadwater
4138,27,Broadwater
4139,36,Broadway
4140,31,Broadway
4141,34,Broadway
4142,49,Broadway
4143,14,Broadwell
4144,28,Brock
4145,21,Brock Hall
4146,35,Brocket
4147,33,Brockport
4148,39,Brockport
4149,27,Brockton
4150,22,Brockton
4151,39,Brockway
4152,27,Brockway
4153,52,Brockway
4154,33,Brocton
4155,14,Brocton
4156,18,Brodhead
4157,52,Brodhead
4158,39,Brodheadsville
4159,49,Brodnax
4160,38,Brogan
4161,34,Brogden
4162,51,Brohard
4163,52,Brokaw
4164,37,Broken Arrow
4165,37,Broken Bow
4166,28,Broken Bow
4167,49,Brokenburg
4168,37,Bromide
4169,18,Bromley
4170,26,Bronaugh
4171,32,Broncho
4172,45,Bronson
4173,17,Bronson
4174,23,Bronson
4175,16,Bronson
4176,10,Bronson
4177,45,Bronte
4178,11,Bronwood
4179,53,Bronx
4180,33,Bronxville
4181,15,Brook
4182,24,Brook Park
4183,36,Brook Park
4184,5,Brookdale
4185,31,Brookdale
4186,49,Brooke
4187,45,Brookeland
4188,10,Brooker
4189,45,Brookesmith
4190,21,Brookeville
4191,26,Brookfield
4192,36,Brookfield
4193,52,Brookfield
4194,14,Brookfield
4195,47,Brookfield
4196,33,Brookfield
4197,30,Brookfield
4198,22,Brookfield
4199,7,Brookfield
4200,11,Brookfield
4201,34,Brookford
4202,25,Brookhaven
4203,33,Brookhaven
4204,39,Brookhaven
4205,51,Brookhaven
4206,53,Brookhurst
4207,38,Brookings
4208,43,Brookings
4209,4,Brookland
4210,31,Brooklawn
4211,11,Brooklet
4212,20,Brooklin
4213,30,Brookline
4214,26,Brookline
4215,47,Brookline
4216,22,Brookline
4217,16,Brooklyn
4218,52,Brooklyn
4219,36,Brooklyn
4220,15,Brooklyn
4221,23,Brooklyn
4222,14,Brooklyn
4223,50,Brooklyn
4224,33,Brooklyn
4225,25,Brooklyn
4226,39,Brooklyn
4227,18,Brooklyn
4228,1,Brooklyn
4229,11,Brooklyn
4230,7,Brooklyn
4231,24,Brooklyn Center
4232,36,Brooklyn Heights
4233,26,Brooklyn Heights
4234,24,Brooklyn Park
4235,49,Brookneal
4236,14,Brookport
4237,24,Brooks
4238,18,Brooks
4239,11,Brooks
4240,38,Brooks
4241,1,Brooks
4242,20,Brooks
4243,16,Brooks
4244,52,Brooks
4245,51,Brooks
4246,15,Brooksburg
4247,45,Brookshire
4248,6,Brookside
4249,31,Brookside
4250,8,Brookside
4251,1,Brookside
4252,36,Brookside
4253,45,Brookside Village
4254,45,Brookston
4255,15,Brookston
4256,24,Brookston
